File::HomeDir::BEGIN@5	href=File-HomeDir-pm-632-line.html#5
Perl::Critic::Policy::__set_config	href=Perl-Critic-Policy-pm-201-line.html#243
Perl::Critic::PolicyParameter::Behavior::Integer::BEGIN@11	href=Perl-Critic-PolicyParameter-Behavior-Integer-pm-209-line.html#11
Perl::Critic::_futz_with_policy_order	href=Perl-Critic-pm-151-line.html#202
PPI::Statement::Expression::BEGIN@39	href=PPI-Statement-Expression-pm-434-line.html#39
base::import	href=base-pm-35-line.html#58
Module::Runtime::BEGIN@2.50	href=Path-IsDev-Heuristic-Tool-Dzil-pm-642-line.html#2
Perl::Critic::Policy::CodeLayout::RequireTidyCode::BEGIN@14	href=Perl-Critic-Policy-CodeLayout-RequireTidyCode-pm-734-line.html#14
Perl::Critic::Policy::BuiltinFunctions::ProhibitVoidMap::BEGIN@16	href=Perl-ProhibitVoidMap-pm-787-line.html#16
Perl::Critic::Utils::BEGIN@23	href=Perl-Critic-Utils-pm-52-line.html#23
Perl::Critic::Policy::CodeLayout::RequireTidyCode::BEGIN@15	href=Perl-Critic-Policy-CodeLayout-RequireTidyCode-pm-734-line.html#15
Errno::BEGIN@21	href=Errno-pm-7-line.html#21
Perl::Critic::Policy::ValuesAndExpressions::ProhibitImplicitNewlines::supported_parameters	href=Perl-ProhibitImplicitNewlines-pm-274-line.html#27
PPIx::Regexp::Lexer::BEGIN@39	href=PPIx-Regexp-Lexer-pm-824-line.html#39
PPIx::Regexp::Node::BEGIN@125	href=PPIx-Regexp-Node-pm-817-line.html#125
PPI::Token::Data::BEGIN@31	href=PPI-Token-Data-pm-114-line.html#31
Perl::Critic::Exception::Fatal::Internal::BEGIN@3	href=(eval 40)[Exception-Class-pm-177]-149-line.html#3
Perl::Critic::Policy::TestingAndDebugging::RequireUseStrict::_find_isnt_include_or_package	href=Perl-RequireUseStrict-pm-340-line.html#124
PPI::Token::End::BEGIN@46	href=PPI-Token-End-pm-117-line.html#46
PPIx::Regexp::Token::CharClass::POSIX::BEGIN@40	href=PPIx-Regexp-Token-CharClass-POSIX-pm-875-line.html#40
Perl::Critic::Exception::Fatal::BEGIN@3	href=(eval 31)[Exception-Class-pm-177]-130-line.html#3
Path::IsDev::NegativeHeuristic::PerlINC::paths	href=Path-IsDev-NegativeHeuristic-PerlINC-pm-641-line.html#46
Perl::Critic::Policy::ControlStructures::ProhibitDeepNests::default_severity	href=Perl-ProhibitDeepNests-pm-687-line.html#39
PPI::Element::line_number	href=PPI-Element-pm-61-line.html#811
Perl::Critic::Policy::ControlStructures::ProhibitUnreachableCode::supported_parameters	href=Perl-ProhibitUnreachableCode-pm-705-line.html#36
Perl::Critic::Utils::is_package_declaration	href=Perl-Critic-Utils-pm-52-line.html#805
Module::Runtime::BEGIN@4.96	href=Path-IsDev-Heuristic-MYMETA-pm-653-line.html#4
PPIx::Regexp::Tokenizer::BEGIN@17	href=PPIx-Regexp-Tokenizer-pm-865-line.html#17
Perl::Critic::Policy::Variables::ProhibitPunctuationVars::BEGIN@14	href=Perl-ProhibitPunctuationVars-pm-234-line.html#14
Perl::Critic::Policy::ControlStructures::ProhibitUnlessBlocks::BEGIN@16	href=Perl-ProhibitUnlessBlocks-pm-702-line.html#16
Perl::Critic::Exception::BEGIN@3	href=(eval 33)[Exception-Class-pm-177]-133-line.html#3
Text::Tabs::CORE:qr	href=Text-Tabs-pm-662-line.html#Text__Tabs__CORE_qr
PPI::Token::Unknown::BEGIN@31	href=PPI-Token-Unknown-pm-91-line.html#31
Perl::Critic::Policy::InputOutput::RequireEncodingWithUTF8Layer::violates	href=Perl-RequireEncodingWithUTF8Layer-pm-556-line.html#43
Pod::PlainText::BEGIN@24	href=Pod-PlainText-pm-141-line.html#24
Lingua::EN::Inflect::BEGIN@4	href=Lingua-EN-Inflect-pm-582-line.html#4
PPI::Node::BEGIN@52	href=PPI-Node-pm-73-line.html#52
Module::Runtime::BEGIN@4.100	href=Path-IsDev-Heuristic-Makefile-pm-654-line.html#4
PPI::Token::Data::BEGIN@32	href=PPI-Token-Data-pm-114-line.html#32
Perl::Critic::Utils::DataConversion::BEGIN@13	href=Perl-Critic-Utils-DataConversion-pm-202-line.html#13
Perl::Critic::Policy::Variables::ProhibitPackageVars::default_severity	href=Perl-ProhibitPackageVars-pm-228-line.html#50
Perl::Critic::PolicyConfig::BEGIN@12	href=Perl-Critic-PolicyConfig-pm-173-line.html#12
PPI::Token::Whitespace::BEGIN@114	href=PPI-Token-Whitespace-pm-76-line.html#114
PPIx::Regexp::Token::Code::BEGIN@44	href=PPIx-Regexp-Token-Code-pm-883-line.html#44
PPI::Normal::register	href=PPI-Normal-pm-461-line.html#77
PPIx::Regexp::Element::BEGIN@33	href=PPIx-Regexp-Element-pm-819-line.html#33
PPIx::Regexp::Token::Interpolation::BEGIN@32	href=PPIx-Regexp-Token-Interpolation-pm-918-line.html#32
Perl::Critic::UserProfile::policy_is_disabled	href=Perl-Critic-UserProfile-pm-802-line.html#91
PPIx::Regexp::Token::GroupType::Code::BEGIN@42	href=PPIx-Regexp-Token-GroupType-Code-pm-907-line.html#42
File::Spec::Unix::BEGIN@179	href=File-Spec-Unix-pm-29-line.html#179
DynaLoader::CORE:ftfile	href=DynaLoader-pm-30-line.html#DynaLoader__CORE_ftfile
PPI::Lexer::BEGIN@63	href=PPI-Lexer-pm-465-line.html#63
Path::IsDev::Heuristic::Tool::Dzil::matches	href=Path-IsDev-Heuristic-Tool-Dzil-pm-642-line.html#46
Encode::Encoding::renew	href=Encode-Encoding-pm-42-line.html#30
Getopt::Long::BEGIN@254	href=Getopt-Long-pm-19-line.html#254
Tie::Array::BEGIN@4	href=Tie-Array-pm-584-line.html#4
Module::Pluggable::Object::handle_inc_hooks	href=Module-Pluggable-Object-pm-190-line.html#325
Path::Tiny::BEGIN@39	href=Path-Tiny-pm-600-line.html#39
Perl::Critic::Policy::TestingAndDebugging::ProhibitProlongedStrictureOverride::BEGIN@13	href=Perl-ProhibitProlongedStrictureOverride-pm-334-line.html#13
parent::BEGIN@2	href=parent-pm-577-line.html#2
PPIx::Regexp::Token::Backreference::BEGIN@37	href=PPIx-Regexp-Token-Backreference-pm-869-line.html#37
Perl::Critic::Policy::Variables::ProhibitConditionalDeclarations::applies_to	href=Perl-ProhibitConditionalDeclarations-pm-216-line.html#30
Perl::Critic::Policy::Documentation::PodSpelling::BEGIN@19	href=Perl-Critic-Policy-Documentation-PodSpelling-pm-565-line.html#19
Perl::Critic::Policy::ControlStructures::ProhibitDeepNests::BEGIN@16	href=Perl-ProhibitDeepNests-pm-687-line.html#16
Perl::Critic::Policy::Subroutines::ProhibitReturnSort::supported_parameters	href=Perl-ProhibitReturnSort-pm-365-line.html#27
PPI::Structure::Constructor::BEGIN@35	href=PPI-Structure-Constructor-pm-449-line.html#35
Perl::Critic::BEGIN@10	href=Perl-Critic-pm-151-line.html#10
PPI::Document::Normalized::BEGIN@46	href=PPI-Document-Normalized-pm-460-line.html#46
PPI::Statement::Null::BEGIN@47	href=PPI-Statement-Null-pm-437-line.html#47
PPI::Structure::Given::BEGIN@37	href=PPI-Structure-Given-pm-451-line.html#37
PPI::Document::BEGIN@74	href=PPI-Document-pm-456-line.html#74
Perl::Critic::Policy::Modules::ProhibitExcessMainComplexity::BEGIN@12	href=Perl-ProhibitExcessMainComplexity-pm-481-line.html#12
PPIx::Regexp::Util::BEGIN@9	href=PPIx-Regexp-Util-pm-820-line.html#9
Perl::Critic::Policy::ValuesAndExpressions::RequireInterpolationOfMetachars::BEGIN@16	href=Perl-RequireInterpolationOfMetachars-pm-310-line.html#16
Perl::Critic::Violation::CORE:qr	href=Perl-Critic-Violation-pm-139-line.html#Perl__Critic__Violation__CORE_qr
Perl::Critic::Policy::Modules::ProhibitEvilModules::initialize_if_enabled	href=Perl-Critic-Policy-Modules-ProhibitEvilModules-pm-478-line.html#231
re::import	href=re-pm-314-line.html#213
PPI::Token::Attribute::BEGIN@36	href=PPI-Token-Attribute-pm-119-line.html#36
Perl::Tidy::IndentationItem::BEGIN@19093	href=Perl-Tidy-pm-735-line.html#19093
Perl::Critic::Policy::TestingAndDebugging::RequireUseStrict::default_severity	href=Perl-RequireUseStrict-pm-340-line.html#46
Perl::Tidy::Formatter::BEGIN@5957	href=Perl-Tidy-pm-735-line.html#5957
PPI::Statement::Variable::BEGIN@43	href=PPI-Statement-Variable-pm-444-line.html#43
Role::Tiny::BEGIN@1	href=Path-IsDev-Role-HeuristicSet-Simple-pm-624-line.html#1
PPIx::Regexp::Structure::Modifier::BEGIN@36	href=PPIx-Regexp-Structure-Modifier-pm-845-line.html#36
Perl::Critic::Utils::McCabe::BEGIN@12	href=Perl-Critic-Utils-McCabe-pm-353-line.html#12
Role::Tiny::BEGIN@3.87	href=Path-IsDev-Role-Matcher-Child-Exists-Any-Dir-pm-651-line.html#3
PPIx::Regexp::Token::GroupType::Assertion::BEGIN@35	href=PPIx-Regexp-Token-GroupType-Assertion-pm-901-line.html#35
Perl::Critic::Exception::Configuration::Generic::BEGIN@11	href=Perl-Critic-Exception-Configuration-Generic-pm-153-line.html#11
Perl::Critic::Policy::Objects::ProhibitIndirectSyntax::BEGIN@11	href=Perl-ProhibitIndirectSyntax-pm-422-line.html#11
PPI::Token::QuoteLike::Readline::BEGIN@44	href=PPI-Token-QuoteLike-Readline-pm-103-line.html#44
Perl::Critic::Policy::Subroutines::ProhibitSubroutinePrototypes::supported_parameters	href=Perl-ProhibitSubroutinePrototypes-pm-368-line.html#27
PPIx::Regexp::Token::Modifier::BEGIN@82	href=PPIx-Regexp-Token-Modifier-pm-895-line.html#82
Perl::Critic::Policy::InputOutput::RequireCheckedOpen::BEGIN@13	href=Perl-RequireCheckedOpen-pm-550-line.html#13
Perl::Critic::Policy::Miscellanea::ProhibitUselessNoCritic::BEGIN@18	href=Perl-ProhibitUselessNoCritic-pm-514-line.html#18
PPI::Normal::BEGIN@83	href=PPI-Normal-pm-461-line.html#83
Perl::Critic::Utils::BEGIN@21	href=Perl-Critic-Utils-pm-52-line.html#21
Perl::Critic::PolicyParameter::Behavior::StringList::BEGIN@11	href=Perl-Critic-PolicyParameter-Behavior-StringList-pm-213-line.html#11
Perl::Critic::Violation::BEGIN@17	href=Perl-Critic-Violation-pm-139-line.html#17
File::HomeDir::my_home	href=File-HomeDir-pm-632-line.html#92
Perl::Critic::Policy::Miscellanea::ProhibitUnrestrictedNoCritic::default_severity	href=Perl-ProhibitUnrestrictedNoCritic-pm-511-line.html#28
Pod::Simple::LinkSection::BEGIN@5	href=Pod-Simple-LinkSection-pm-46-line.html#5
PPIx::Regexp::Token::GroupType::Code::BEGIN@40	href=PPIx-Regexp-Token-GroupType-Code-pm-907-line.html#40
Perl::Critic::PolicyFactory::BEGIN@10	href=Perl-Critic-PolicyFactory-pm-172-line.html#10
PPI::Token::_QuoteEngine::Full::_fill_normal	href=PPI-Token-_QuoteEngine-Full-pm-96-line.html#228
Perl::Critic::Policy::Variables::ProhibitPackageVars::BEGIN@15	href=Perl-ProhibitPackageVars-pm-228-line.html#15
Perl::Critic::PolicyParameter::BEGIN@27	href=Perl-Critic-PolicyParameter-pm-203-line.html#27
PPI::Token::_QuoteEngine::Full::_fill_braced	href=PPI-Token-_QuoteEngine-Full-pm-96-line.html#290
File::Find::CORE:regcomp	href=File-Find-pm-191-line.html#File__Find__CORE_regcomp
Perl::Critic::OptionsProcessor::force	href=Perl-Critic-OptionsProcessor-pm-804-line.html#223
Perl::Critic::Policy::ControlStructures::ProhibitUnreachableCode::BEGIN@11	href=Perl-ProhibitUnreachableCode-pm-705-line.html#11
PPIx::Regexp::Structure::Code::BEGIN@38	href=PPIx-Regexp-Structure-Code-pm-835-line.html#38
PPI::Tokenizer::_last_significant_token	href=PPI-Tokenizer-pm-463-line.html#675
PPI::Token::Regexp::Transliterate::BEGIN@44	href=PPI-Token-Regexp-Transliterate-pm-107-line.html#44
Perl::Critic::Policy::BEGIN@33	href=Perl-Critic-Policy-pm-201-line.html#33
Perl::Critic::Policy::InputOutput::ProhibitInteractiveTest::BEGIN@16	href=Perl-ProhibitInteractiveTest-pm-526-line.html#16
Perl::Critic::Policy::BuiltinFunctions::ProhibitVoidMap::BEGIN@15	href=Perl-ProhibitVoidMap-pm-787-line.html#15
Module::Runtime::BEGIN@4.60	href=Path-IsDev-Heuristic-Tool-MakeMaker-pm-644-line.html#4
Perl::Critic::Policy::RegularExpressions::ProhibitFixedStringMatches::BEGIN@18	href=Perl-ProhibitFixedStringMatches-pm-395-line.html#18
Devel::StackTrace::BEGIN@7	href=Devel-StackTrace-pm-124-line.html#7
PPIx::Regexp::Structure::Switch::BEGIN@32	href=PPIx-Regexp-Structure-Switch-pm-857-line.html#32
Perl::Critic::Policy::ValuesAndExpressions::ProhibitMagicNumbers::CORE:qr	href=Perl-ProhibitMagicNumbers-pm-286-line.html#Perl__Critic__Policy__ValuesAndExpressions__ProhibitMagicNumbers__CORE_qr
Perl::Critic::Policy::RegularExpressions::ProhibitEscapedMetacharacters::BEGIN@15	href=Perl-ProhibitEscapedMetacharacters-pm-392-line.html#15
PPIx::Regexp::Lexer::BEGIN@62	href=PPIx-Regexp-Lexer-pm-824-line.html#62
Perl::Critic::Policy::NamingConventions::Capitalization::BEGIN@15	href=Perl-Capitalization-pm-425-line.html#15
Perl::Critic::Policy::NamingConventions::Capitalization::BEGIN@26	href=Perl-Capitalization-pm-425-line.html#26
Perl::Critic::Policy::ControlStructures::ProhibitMutatingListFunctions::violates	href=Perl-ProhibitMutatingListFunctions-pm-693-line.html#96
Perl::Critic::Config::_validate_and_save_profile_strictness	href=Perl-Critic-Config-pm-159-line.html#427
Perl::Critic::Policy::ValuesAndExpressions::ProhibitEscapedCharacters::BEGIN@13	href=Perl-ProhibitEscapedCharacters-pm-271-line.html#13
PPIx::Utilities::Node::BEGIN@5	href=PPIx-Utilities-Node-pm-809-line.html#5
AutoLoader::BEGIN@4	href=AutoLoader-pm-63-line.html#4
PPIx::Regexp::Tokenizer::BEGIN@28	href=PPIx-Regexp-Tokenizer-pm-865-line.html#28
PPIx::Regexp::Token::CharClass::POSIX::Unknown::BEGIN@8	href=PPIx-Regexp-Token-CharClass-POSIX-Unknown-pm-879-line.html#8
Perl::Critic::Policy::ValuesAndExpressions::ProhibitMismatchedOperators::supported_parameters	href=Perl-ProhibitMismatchedOperators-pm-289-line.html#51
Perl::Critic::Policy::ValuesAndExpressions::ProhibitLongChainsOfMethodCalls::BEGIN@15	href=Perl-ProhibitLongChainsOfMethodCalls-pm-283-line.html#15
Perl::Critic::Policy::ClassHierarchies::ProhibitOneArgBless::BEGIN@13	href=Perl-ProhibitOneArgBless-pm-754-line.html#13
PPIx::Regexp::Structure::Regexp::BEGIN@34	href=PPIx-Regexp-Structure-Regexp-pm-851-line.html#34
IO::String::BEGIN@9	href=IO-String-pm-115-line.html#9
List::MoreUtils::XS::BEGIN@3	href=List-MoreUtils-XS-pm-66-line.html#3
Perl::Critic::Policy::Miscellanea::ProhibitTies::BEGIN@10	href=Perl-Critic-Policy-Miscellanea-ProhibitTies-pm-508-line.html#10
Perl::Critic::Policy::BuiltinFunctions::RequireBlockGrep::BEGIN@17	href=Perl-RequireBlockGrep-pm-790-line.html#17
Perl::Tidy::Formatter::BEGIN@15938	href=Perl-Tidy-pm-735-line.html#15938
Perl::Critic::Policy::Variables::ProhibitPackageVars::BEGIN@19	href=Perl-ProhibitPackageVars-pm-228-line.html#19
PPI::Tokenizer::BEGIN@87	href=PPI-Tokenizer-pm-463-line.html#87
Perl::Critic::Policy::BuiltinFunctions::ProhibitStringySplit::BEGIN@13	href=Perl-ProhibitStringySplit-pm-775-line.html#13
Perl::Critic::Utils::first_arg	href=Perl-Critic-Utils-pm-52-line.html#920
Perl::Critic::Policy::InputOutput::ProhibitBarewordFileHandles::BEGIN@12	href=Perl-ProhibitBarewordFileHandles-pm-520-line.html#12
Symbol::BEGIN@81	href=Symbol-pm-116-line.html#81
Exception::Class::BEGIN@7	href=Exception-Class-pm-121-line.html#7
Class::Inspector::BEGIN@45	href=Class-Inspector-pm-593-line.html#45
PPIx::Regexp::Tokenizer::BEGIN@19	href=PPIx-Regexp-Tokenizer-pm-865-line.html#19
Perl::Critic::Policy::RegularExpressions::RequireLineBoundaryMatching::BEGIN@12	href=Perl-RequireLineBoundaryMatching-pm-416-line.html#12
PPIx::Regexp::Tokenizer::BEGIN@20	href=PPIx-Regexp-Tokenizer-pm-865-line.html#20
Perl::Critic::Policy::CodeLayout::ProhibitHardTabs::supported_parameters	href=Perl-Critic-Policy-CodeLayout-ProhibitHardTabs-pm-711-line.html#35
Perl::Critic::Policy::Modules::ProhibitEvilModules::CORE:match	href=Perl-Critic-Policy-Modules-ProhibitEvilModules-pm-478-line.html#Perl__Critic__Policy__Modules__ProhibitEvilModules__CORE_match
Perl::Critic::Policy::TestingAndDebugging::RequireUseWarnings::BEGIN@16	href=Perl-RequireUseWarnings-pm-343-line.html#16
String::Format::BEGIN@22	href=String-Format-pm-142-line.html#22
Module::Pluggable::Object::BEGIN@7	href=Module-Pluggable-Object-pm-190-line.html#7
Perl::Critic::Policy::BuiltinFunctions::ProhibitVoidGrep::BEGIN@15	href=Perl-ProhibitVoidGrep-pm-784-line.html#15
PPIx::Regexp::Tokenizer::BEGIN@21	href=PPIx-Regexp-Tokenizer-pm-865-line.html#21
Params::Util::_INSTANCE	href=Params-Util-pm-59-line.html#Params__Util___INSTANCE
Path::IsDev::Role::Matcher::Child::Exists::Any::child_exists	href=Path-IsDev-Role-Matcher-Child-Exists-Any-pm-629-line.html#33
Perl::Critic::Policy::ValuesAndExpressions::ProhibitCommaSeparatedStatements::BEGIN@11	href=Perl-ProhibitCommaSeparatedStatements-pm-259-line.html#11
File::HomeDir::Darwin::BEGIN@5	href=File-HomeDir-Darwin-pm-637-line.html#5
Perl::Critic::Policy::ValuesAndExpressions::ProhibitLongChainsOfMethodCalls::BEGIN@11	href=Perl-ProhibitLongChainsOfMethodCalls-pm-283-line.html#11
PPI::Token::Magic::BEGIN@46	href=PPI-Token-Magic-pm-90-line.html#46
PPI::Structure::For::BEGIN@39	href=PPI-Structure-For-pm-450-line.html#39
Perl::Critic::Policy::InputOutput::ProhibitJoinedReadline::BEGIN@10	href=Perl-ProhibitJoinedReadline-pm-529-line.html#10
Perl::Critic::Policy::Modules::RequireFilenameMatchesPackage::BEGIN@15	href=Perl-RequireFilenameMatchesPackage-pm-496-line.html#15
Path::IsDev::Heuristic::Changelog::BEGIN@39	href=Path-IsDev-Heuristic-Changelog-pm-647-line.html#39
PPI::Token::Whitespace::BEGIN@45	href=PPI-Token-Whitespace-pm-76-line.html#45
Module::Runtime::BEGIN@1.57	href=Path-IsDev-Heuristic-Tool-MakeMaker-pm-644-line.html#1
Perl::Critic::Exception::Configuration::Option::Policy::ParameterValue::BEGIN@16	href=Perl-ParameterValue-pm-174-line.html#16
Module::Runtime::module_notional_filename	href=Module-Runtime-pm-618-line.html#263
PPI::Token::Number::Octal::BEGIN@33	href=PPI-Token-Number-Octal-pm-81-line.html#33
PPI::Token::Number::Version::BEGIN@37	href=PPI-Token-Number-Version-pm-85-line.html#37
Perl::Critic::Policy::InputOutput::ProhibitExplicitStdin::BEGIN@13	href=Perl-ProhibitExplicitStdin-pm-523-line.html#13
PPIx::Regexp::Token::CharClass::Simple::BEGIN@33	href=PPIx-Regexp-Token-CharClass-Simple-pm-881-line.html#33
Path::IsDev::Role::Matcher::Child::BaseName::MatchRegexp::File::BEGIN@12	href=Path-File-pm-648-line.html#12
_charnames::BEGIN@11	href=_charnames-pm-723-line.html#11
PPI::Token::QuoteLike::Backtick::BEGIN@31	href=PPI-Token-QuoteLike-Backtick-pm-98-line.html#31
Perl::Critic::Exception::Configuration::Option::BEGIN@12	href=Perl-Critic-Exception-Configuration-Option-pm-169-line.html#12
PPI::Token::Symbol::BEGIN@31	href=PPI-Token-Symbol-pm-88-line.html#31
Perl::Critic::Policy::ValuesAndExpressions::ProhibitLeadingZeros::CORE:qr	href=Perl-ProhibitLeadingZeros-pm-280-line.html#Perl__Critic__Policy__ValuesAndExpressions__ProhibitLeadingZeros__CORE_qr
PPI::Token::Whitespace::BEGIN@113	href=PPI-Token-Whitespace-pm-76-line.html#113
PPI::Token::Regexp::Transliterate::BEGIN@43	href=PPI-Token-Regexp-Transliterate-pm-107-line.html#43
Path::IsDev::Object::__ANON__[/Users/timbo/perl5/perlbrew/perls/perl-5.18.2/lib/site_perl/5.18.2/Path/IsDev/Object.pm:66]	href=Path-IsDev-Object-pm-609-line.html#66
Perl::Critic::Policy::Variables::RequireLocalizedPunctuationVars::BEGIN@11	href=Perl-RequireLocalizedPunctuationVars-pm-253-line.html#11
Tie::StdArray::BEGIN@86	href=Tie-Array-pm-584-line.html#86
PPI::Lexer::BEGIN@59	href=PPI-Lexer-pm-465-line.html#59
PPI::Token::_QuoteEngine::Simple::new	href=PPI-Token-_QuoteEngine-Simple-pm-93-line.html#14
Perl::Critic::Policy::Miscellanea::ProhibitTies::supported_parameters	href=Perl-Critic-Policy-Miscellanea-ProhibitTies-pm-508-line.html#27
Perl::Critic::Policy::TestingAndDebugging::ProhibitNoWarnings::default_severity	href=Perl-ProhibitNoWarnings-pm-331-line.html#48
PPI::Token::QuoteLike::Regexp::BEGIN@32	href=PPI-Token-QuoteLike-Regexp-pm-101-line.html#32
Perl::Critic::Policy::RegularExpressions::ProhibitComplexRegexes::BEGIN@16	href=Perl-ProhibitComplexRegexes-pm-386-line.html#16
Perl::Critic::Policy::BEGIN@17	href=Perl-Critic-Policy-pm-201-line.html#17
Perl::Critic::Policy::TestingAndDebugging::RequireUseWarnings::supported_parameters	href=Perl-RequireUseWarnings-pm-343-line.html#32
utf8::BEGIN@656	href=utf8_heavy-pl-313-line.html#656
Perl::Tidy::HtmlWriter::BEGIN@4960	href=Perl-Tidy-pm-735-line.html#4960
Perl::Critic::Policy::Subroutines::RequireArgUnpacking::BEGIN@14	href=Perl-RequireArgUnpacking-pm-377-line.html#14
Perl::Critic::Policy::Variables::ProhibitEvilVariables::initialize_if_enabled	href=Perl-ProhibitEvilVariables-pm-219-line.html#227
Perl::Critic::Policy::Documentation::PodSpelling::BEGIN@24	href=Perl-Critic-Policy-Documentation-PodSpelling-pm-565-line.html#24
PPIx::Regexp::Structure::BranchReset::BEGIN@37	href=PPIx-Regexp-Structure-BranchReset-pm-833-line.html#37
Perl::Critic::Document::_disable_shebang_fix	href=Perl-Critic-Document-pm-808-line.html#536
PPI::Lexer::CORE:match	href=PPI-Lexer-pm-465-line.html#PPI__Lexer__CORE_match
Perl::Critic::Policy::TestingAndDebugging::ProhibitNoStrict::applies_to	href=Perl-ProhibitNoStrict-pm-328-line.html#42
Perl::Critic::Policy::Documentation::RequirePodAtEnd::BEGIN@17	href=Perl-RequirePodAtEnd-pm-670-line.html#17
Perl::Critic::Policy::ControlStructures::ProhibitCStyleForLoops::BEGIN@12	href=Perl-ProhibitCStyleForLoops-pm-684-line.html#12
Perl::Critic::Policy::TestingAndDebugging::ProhibitNoWarnings::_parse_allow	href=Perl-ProhibitNoWarnings-pm-331-line.html#54
